ts,sessionId,event,payload
2025-09-14T12:56:16.084Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_006";"selected":1;"correct":false;"rtMs":797}
2025-09-14T12:56:16.610Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_007";"selected":2;"correct":false;"rtMs":400}
2025-09-14T12:56:17.052Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_008";"selected":1;"correct":true;"rtMs":312}
2025-09-14T12:56:17.424Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_009";"selected":0;"correct":true;"rtMs":232}
2025-09-14T12:56:17.924Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_010";"selected":2;"correct":false;"rtMs":364}
2025-09-14T12:56:18.299Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_011";"selected":1;"correct":false;"rtMs":242}
2025-09-14T12:56:18.888Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_012";"selected":0;"correct":true;"rtMs":464}
2025-09-14T12:56:19.730Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_001";"selected":2;"correct":true;"rtMs":709}
2025-09-14T12:56:20.318Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_002";"selected":1;"correct":false;"rtMs":459}
2025-09-14T12:56:20.785Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_003";"selected":0;"correct":false;"rtMs":343}
2025-09-14T12:56:21.355Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_004";"selected":3;"correct":false;"rtMs":431}
2025-09-14T12:56:21.989Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_005";"selected":2;"correct":true;"rtMs":502}
2025-09-14T12:56:22.696Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_006";"selected":0;"correct":false;"rtMs":576}
2025-09-14T12:56:23.274Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_007";"selected":1;"correct":false;"rtMs":451}
2025-09-14T12:56:23.862Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_008";"selected":2;"correct":false;"rtMs":454}
2025-09-14T12:56:24.418Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_008";"selected":3;"correct":false;"rtMs":428}
2025-09-14T12:56:25.338Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r7_008";"selected":2;"correct":false;"rtMs":795}
2025-09-14T12:56:28.522Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,assessment_finished,{"raw":9;"scaled":230;"cefr":"A2";"durationMs":16994}
2025-09-14T13:06:19.603Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T13:06:21.110Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":1503}
2025-09-14T13:06:22.164Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_002";"selected":0;"correct":false;"rtMs":930}
2025-09-14T13:06:22.510Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":208}
2025-09-14T13:06:22.798Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_004";"selected":0;"correct":true;"rtMs":163}
2025-09-14T13:06:23.085Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_005";"selected":0;"correct":true;"rtMs":137}
2025-09-14T13:06:23.384Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_006";"selected":0;"correct":true;"rtMs":166}
2025-09-14T13:06:23.720Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_007";"selected":0;"correct":true;"rtMs":202}
2025-09-14T13:06:24.002Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_008";"selected":0;"correct":false;"rtMs":150}
2025-09-14T13:06:24.295Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_009";"selected":0;"correct":true;"rtMs":159}
2025-09-14T13:06:24.594Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_010";"selected":0;"correct":false;"rtMs":175}
2025-09-14T13:06:24.914Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_011";"selected":0;"correct":true;"rtMs":194}
2025-09-14T13:06:25.195Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r5_012";"selected":0;"correct":true;"rtMs":157}
2025-09-14T13:06:26.580Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_001";"selected":0;"correct":false;"rtMs":1261}
2025-09-14T13:06:26.883Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_002";"selected":0;"correct":false;"rtMs":179}
2025-09-14T13:06:27.184Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_003";"selected":0;"correct":false;"rtMs":166}
2025-09-14T13:06:27.500Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_004";"selected":0;"correct":false;"rtMs":183}
2025-09-14T13:06:27.832Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_005";"selected":0;"correct":false;"rtMs":197}
2025-09-14T13:06:28.164Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_006";"selected":0;"correct":false;"rtMs":196}
2025-09-14T13:06:28.511Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_007";"selected":0;"correct":false;"rtMs":209}
2025-09-14T13:06:29.278Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,answer_submitted,{"itemId":"r7_008";"selected":0;"correct":false;"rtMs":643}
2025-09-14T13:06:33.096Z,5504f6c5-8210-4402-b1e3-c84fb3c18c14,assessment_finished,{"raw":9;"scaled":230;"cefr":"A2";"durationMs":13493}
2025-09-14T13:23:31.837Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T13:23:32.548Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":703}
2025-09-14T13:23:32.863Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_002";"selected":0;"correct":false;"rtMs":190}
2025-09-14T13:23:33.166Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":177}
2025-09-14T13:23:33.451Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_004";"selected":0;"correct":true;"rtMs":161}
2025-09-14T13:23:33.738Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_005";"selected":0;"correct":true;"rtMs":150}
2025-09-14T13:23:34.040Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_006";"selected":0;"correct":true;"rtMs":167}
2025-09-14T13:23:34.312Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_007";"selected":0;"correct":true;"rtMs":139}
2025-09-14T13:23:34.581Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_008";"selected":0;"correct":false;"rtMs":145}
2025-09-14T13:23:34.884Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_009";"selected":0;"correct":true;"rtMs":177}
2025-09-14T13:23:35.170Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_010";"selected":0;"correct":false;"rtMs":161}
2025-09-14T13:23:35.456Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_011";"selected":0;"correct":true;"rtMs":140}
2025-09-14T13:23:35.725Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r5_012";"selected":0;"correct":true;"rtMs":135}
2025-09-14T13:23:36.724Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_001";"selected":0;"correct":false;"rtMs":870}
2025-09-14T13:23:37.010Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_002";"selected":0;"correct":false;"rtMs":153}
2025-09-14T13:23:37.296Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_003";"selected":0;"correct":false;"rtMs":157}
2025-09-14T13:23:37.598Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_004";"selected":0;"correct":false;"rtMs":178}
2025-09-14T13:23:37.906Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_005";"selected":0;"correct":false;"rtMs":184}
2025-09-14T13:23:38.199Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_006";"selected":0;"correct":false;"rtMs":151}
2025-09-14T13:23:38.502Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_007";"selected":0;"correct":false;"rtMs":163}
2025-09-14T13:23:38.802Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_008";"selected":0;"correct":false;"rtMs":163}
2025-09-14T13:23:39.090Z,05f4b784-7029-40bb-b69f-15ecfd7c7978,answer_submitted,{"itemId":"r7_008";"selected":0;"correct":false;"rtMs":150}
2025-09-14T15:56:18.858Z,e075fd90-8a44-4ad5-940c-96bb098701c9,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T15:56:19.548Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":677}
2025-09-14T15:56:19.910Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_002";"selected":0;"correct":false;"rtMs":233}
2025-09-14T15:56:20.176Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":141}
2025-09-14T15:56:20.479Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_004";"selected":0;"correct":true;"rtMs":167}
2025-09-14T15:56:20.762Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_005";"selected":0;"correct":true;"rtMs":136}
2025-09-14T15:56:21.048Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_006";"selected":0;"correct":true;"rtMs":151}
2025-09-14T15:56:21.351Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_007";"selected":0;"correct":true;"rtMs":171}
2025-09-14T15:56:21.641Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_008";"selected":0;"correct":false;"rtMs":158}
2025-09-14T15:56:21.941Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_009";"selected":0;"correct":true;"rtMs":165}
2025-09-14T15:56:22.256Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_010";"selected":0;"correct":false;"rtMs":189}
2025-09-14T15:56:22.555Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_011";"selected":0;"correct":true;"rtMs":175}
2025-09-14T15:56:22.857Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r5_012";"selected":0;"correct":true;"rtMs":177}
2025-09-14T15:56:23.882Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_001";"selected":0;"correct":false;"rtMs":900}
2025-09-14T15:56:24.260Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_002";"selected":0;"correct":false;"rtMs":241}
2025-09-14T15:56:24.608Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_003";"selected":0;"correct":false;"rtMs":218}
2025-09-14T15:56:24.920Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_004";"selected":0;"correct":false;"rtMs":186}
2025-09-14T15:56:25.244Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_005";"selected":0;"correct":false;"rtMs":193}
2025-09-14T15:56:25.559Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_006";"selected":0;"correct":false;"rtMs":190}
2025-09-14T15:56:26.490Z,e075fd90-8a44-4ad5-940c-96bb098701c9,answer_submitted,{"itemId":"r7_007";"selected":0;"correct":false;"rtMs":789}
2025-09-14T15:56:27.259Z,e075fd90-8a44-4ad5-940c-96bb098701c9,assessment_finished,{"raw":9;"scaled":230;"cefr":"A2";"durationMs":8401}
2025-09-15T01:04:58.000Z,adb7eb76-a5a9-478d-b003-20c14781f63f,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-15T01:04:59.207Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":1195}
2025-09-15T01:04:59.744Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_002";"selected":0;"correct":false;"rtMs":411}
2025-09-15T01:05:00.241Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":371}
2025-09-15T01:05:00.600Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_004";"selected":0;"correct":true;"rtMs":233}
2025-09-15T01:05:01.013Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_005";"selected":0;"correct":true;"rtMs":280}
2025-09-15T01:05:01.295Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_006";"selected":0;"correct":true;"rtMs":156}
2025-09-15T01:05:01.641Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_007";"selected":0;"correct":true;"rtMs":221}
2025-09-15T01:05:01.897Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_008";"selected":0;"correct":false;"rtMs":127}
2025-09-15T01:05:02.170Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_009";"selected":0;"correct":true;"rtMs":148}
2025-09-15T01:05:02.458Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_010";"selected":0;"correct":false;"rtMs":153}
2025-09-15T01:05:02.711Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_011";"selected":0;"correct":true;"rtMs":125}
2025-09-15T01:05:02.965Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r5_012";"selected":0;"correct":true;"rtMs":128}
2025-09-15T01:05:04.084Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_001";"selected":0;"correct":false;"rtMs":979}
2025-09-15T01:05:04.431Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_002";"selected":0;"correct":false;"rtMs":208}
2025-09-15T01:05:04.639Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_003";"selected":0;"correct":false;"rtMs":83}
2025-09-15T01:05:04.862Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_004";"selected":0;"correct":false;"rtMs":94}
2025-09-15T01:05:05.107Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_005";"selected":0;"correct":false;"rtMs":105}
2025-09-15T01:05:05.427Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_006";"selected":0;"correct":false;"rtMs":190}
2025-09-15T01:05:05.712Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_007";"selected":0;"correct":false;"rtMs":159}
2025-09-15T01:05:06.266Z,adb7eb76-a5a9-478d-b003-20c14781f63f,answer_submitted,{"itemId":"r7_008";"selected":0;"correct":false;"rtMs":428}
2025-09-15T01:05:07.200Z,adb7eb76-a5a9-478d-b003-20c14781f63f,assessment_finished,{"raw":9;"scaled":230;"cefr":"A2";"durationMs":9200}
2025-09-15T01:11:52.300Z,4249e5ce-8fa3-4f85-aac9-c8ed1666fba7,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-15T01:11:53.099Z,4249e5ce-8fa3-4f85-aac9-c8ed1666fba7,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":795}
2025-09-15T01:11:53.521Z,4249e5ce-8fa3-4f85-aac9-c8ed1666fba7,answer_submitted,{"itemId":"r5_002";"selected":0;"correct":false;"rtMs":294}
